Date,CA,CAName,DailyPositive,CumulativePositive,CrudeRatePositive,CrudeRate7DayPositive,DailyDeaths,CumulativeDeaths,CrudeRateDeaths,DailyNegative,CumulativeNegative,CrudeRateNegative,TotalTests,PositiveTests,PositivePercentage,PositivePercentage7Day,TotalPillar1,TotalPillar2
20200305,S12000010,East Lothian,0,0,0,0,0,0,0,3,31,28.94761416,3,0,0,0,3,0
20200305,S12000011,East Renfrewshire,0,0,0,0,0,0,0,7,25,26.16978959,8,0,0,0,8,0
20200305,S12000013,Na h-Eileanan Siar,0,0,0,0,0,0,0,0,2,7.48502994,2,0,0,0,2,0
20200305,S12000014,Falkirk,0,1,0.621542669,0.621542669,0,0,0,7,70,43.50798682,10,0,0,2.816901408,10,0
20200305,S12000017,Highland,0,0,0,0,0,0,0,6,51,21.62574736,7,0,0,0,7,0
20200305,S12000018,Inverclyde,0,0,0,0,0,0,0,4,25,32.13367609,6,0,0,0,6,0
20200305,S12000019,Midlothian,0,0,0,0,0,0,0,0,32,34.60956089,0,0,0,0,0,0
20200305,S12000020,Moray,0,2,2.087246921,2.087246921,0,0,0,0,17,17.74159883,6,1,16.66666667,17.64705882,6,0
20200305,S12000021,North Ayrshire,0,1,0.742170105,0.742170105,0,0,0,4,38,28.202464,5,0,0,5.263157895,5,0
20200305,S12000023,Orkney Islands,0,0,0,0,0,0,0,0,5,22.45172878,0,0,0,0,0,0
20200305,S12000026,Scottish Borders,0,0,0,0,0,0,0,1,38,32.89758462,1,0,0,0,1,0
20200305,S12000027,Shetland Islands,0,0,0,0,0,0,0,1,2,8.72600349,2,0,0,0,2,0
20200305,S12000028,South Ayrshire,0,0,0,0,0,0,0,5,26,23.08853565,5,0,0,0,5,0
20200305,S12000029,South Lanarkshire,0,0,0,0,0,0,0,10,92,28.70246155,13,0,0,0,13,0
20200305,S12000030,Stirling,0,0,0,0,0,0,0,3,42,44.58125464,4,0,0,0,4,0
20200305,S12000033,Aberdeen City,0,1,0.437311409,0.437311409,0,0,0,1,53,23.1775047,1,0,0,4.347826087,1,0
20200305,S12000034,Aberdeenshire,0,1,0.382833735,0.382833735,0,0,0,4,55,21.05585544,8,1,12.5,6.451612903,8,0
20200305,S12000035,Argyll & Bute,0,0,0,0,0,0,0,2,12,13.97461279,2,0,0,0,2,0
20200305,S12000036,City of Edinburgh,0,1,0.190501591,0.190501591,0,0,0,16,228,43.43436268,23,1,4.347826087,1.298701299,23,0
20200305,S12000038,Renfrewshire,0,0,0,0,0,0,0,6,49,27.35901731,9,0,0,0,9,0
20200305,S12000039,West Dunbartonshire,0,1,1.124479928,1.124479928,0,0,0,7,40,44.97919712,10,0,0,5,10,0
20200305,S12000040,West Lothian,0,0,0,0,0,0,0,4,51,27.8536319,5,0,0,0,5,0
20200305,S12000041,Angus,0,1,0.860585198,0.860585198,0,0,0,7,46,39.5869191,14,2,14.28571429,20.93023256,14,0
20200305,S12000042,Dundee City,0,0,0,0,0,0,0,1,35,23.43959282,6,0,0,0,6,0
20200305,S12000045,East Dunbartonshire,0,0,0,0,0,0,0,5,35,32.21649485,8,0,0,0,8,0
20200305,S12000015,Fife,0,2,0.53540356,0.53540356,0,0,0,9,105,28.10868692,9,0,0,3.333333333,9,0
20200305,S12000024,Perth & Kinross,0,0,0,0,0,0,0,4,47,30.93122738,9,0,0,0,9,0
20200305,S12000046,Glasgow City,1,1,0.15794794,0.15794794,0,0,0,44,263,41.54030831,50,2,4,0.81300813,50,0
20200305,S12000044,North Lanarkshire,1,1,0.292937282,0.292937282,0,0,0,11,84,24.6067317,18,1,5.555555556,1.298701299,18,0
20200306,S12000005,Clackmannanshire,0,2,3.88048118,3.88048118,0,0,0,2,29,56.26697711,10,1,10,14.28571429,10,0
